,Planet Name,Full Phase Curve Noise Estimate 1.95-2.015um,Full Phase Curve Noise Estimate 2.015-2.08um,Full Phase Curve Noise Estimate 2.08-2.145um,Full Phase Curve Noise Estimate 2.145-2.21um,Full Phase Curve Noise Estimate 2.21-2.275um,Full Phase Curve Noise Estimate 2.275-2.34um,Full Phase Curve Noise Estimate 2.34-2.405um,Full Phase Curve Noise Estimate 2.405-2.47um,Full Phase Curve Noise Estimate 2.47-2.535um,Full Phase Curve Noise Estimate 2.535-2.6um,Full Phase Curve Noise Estimate 2.6-2.665um,Full Phase Curve Noise Estimate 2.665-2.73um,Full Phase Curve Noise Estimate 2.73-2.795um,Full Phase Curve Noise Estimate 2.795-2.86um,Full Phase Curve Noise Estimate 2.86-2.925um,Full Phase Curve Noise Estimate 2.925-2.99um,Full Phase Curve Noise Estimate 2.99-3.055um,Full Phase Curve Noise Estimate 3.055-3.12um,Full Phase Curve Noise Estimate 3.12-3.185um,Full Phase Curve Noise Estimate 3.185-3.25um,Full Phase Curve Noise Estimate 3.25-3.315um,Full Phase Curve Noise Estimate 3.315-3.38um,Full Phase Curve Noise Estimate 3.38-3.445um,Full Phase Curve Noise Estimate 3.445-3.51um,Full Phase Curve Noise Estimate 3.51-3.575um,Full Phase Curve Noise Estimate 3.575-3.64um,Full Phase Curve Noise Estimate 3.64-3.705um,Full Phase Curve Noise Estimate 3.705-3.77um,Full Phase Curve Noise Estimate 3.77-3.835um,Full Phase Curve Noise Estimate 3.835-3.9um
300,LHS1678b,3.278348429474548e-05,3.366767543064827e-05,3.4574491126829355e-05,3.5502658939927606e-05,3.645107030663107e-05,3.741875330095897e-05,3.840485070404272e-05,3.940860221568136e-05,4.042932992218474e-05,4.146642634458021e-05,4.2519344546762395e-05,4.3587589899628116e-05,4.467071318525107e-05,4.576830479218386e-05,4.6879989804456967e-05,4.800542382666696e-05,4.91442894185561e-05,5.029629303680554e-05,5.1461162400968745e-05,5.263864421568676e-05,5.382850219350281e-05,5.503051533235729e-05,5.624447640971476e-05,5.747019066166729e-05,5.8707474620569347e-05,5.995615508901103e-05,6.121606823143907e-05,6.24870587676438e-05,6.376897925469613e-05,6.506168944594523e-05
301,LHS1678c,1.637774652530946e-05,1.6819464622554612e-05,1.727248534127078e-05,1.773617300299716e-05,1.8209973799335373e-05,1.8693402182220685e-05,1.9186029908174755e-05,1.968747715167745e-05,2.0197405245292323e-05,2.0715510708872372e-05,2.1241520307857805e-05,2.1775186938859524e-05,2.2316286184690334e-05,2.286461341449408e-05,2.3419981330341654e-05,2.3982217881557443e-05,2.4551164483531243e-05,2.512667448992043e-05,2.5708611876741184e-05,2.629685010444854e-05,2.6891271130187766e-05,2.7491764547277228e-05,2.809822683291472e-05,2.8710560688293094e-05,2.932867445791389e-05,2.9952481617011995e-05,3.058190031775394e-05,3.121685298632567e-05,3.185726596420763e-05,3.25030691879472e-05
302,LHS1678d,1.423977435648518e-05,1.4623830003226734e-05,1.5017712812645114e-05,1.5420870088566203e-05,1.5832820317454708e-05,1.625314133531692e-05,1.668146080213086e-05,1.7117448475289995e-05,1.7560809897442135e-05,1.8011281205130336e-05,1.846862483218689e-05,1.8932625932418013e-05,1.9403089384345778e-05,1.9879837269890088e-05,2.036270674123523e-05,2.0851548207422837e-05,2.1346223785682394e-05,2.184660597307411e-05,2.2352576502360555e-05,2.2864025352632296e-05,2.3380849890501196e-05,2.390295412191634e-05,2.443024803807572e-05,2.4962647041684056e-05,2.5500071442069952e-05,2.60424460095228e-05,2.658969958073094e-05,2.7141764708466136e-05,2.7698577349687025e-05,2.8260076587114523e-05
303,TOI-1994b,2.6543107835455548e-05,2.7620246254502382e-05,2.871380750393025e-05,2.9823473279426926e-05,3.0948947398467907e-05,3.2089953148645606e-05,3.3246231060925276e-05,3.4417537026157734e-05,3.560364069105978e-05,3.680432408341787e-05,3.801938042662448e-05,3.9248613111633573e-05,4.0491834800633814e-05,4.174886664158568e-05,4.3019537576602505e-05,4.4303683730201125e-05,4.560114786587299e-05,4.6911778901380635e-05,4.823543147477931e-05,4.9571965554431694e-05,5.092124608734928e-05,5.228314268105934e-05,5.365752931490491e-05,5.504428407728309e-05,5.644328892582726e-05,5.785442946794578e-05,5.9277594759478716e-05,6.071267711954597e-05,6.215957195988096e-05,6.361817762718802e-05
304,GJ806b,1.4795006601525023e-05,1.520625119673359e-05,1.5627494818429515e-05,1.6058202676511324e-05,1.6497907775965012e-05,1.6946199736348548e-05,1.7402715779137713e-05,1.786713340747107e-05,1.8339164418183433e-05,1.8818549970884306e-05,1.9305056501896795e-05,1.979847231815921e-05,2.0298604741971812e-05,2.0805277704752892e-05,2.131832970894523e-05,2.1837612093457745e-05,2.236298755068854e-05,2.2894328853115865e-05,2.3431517755300818e-05,2.397444404337547e-05,2.4523004709080957e-05,2.5077103229425585e-05,2.5636648936263866e-05,2.6201556462724754e-05,2.6771745255560113e-05,2.7347139144234323e-05,2.7927665959018168e-05,2.851325719155018e-05,2.910384769230306e-05,2.9699375400230603e-05
305,Kepler-91b,3.182647298580402e-05,3.287949439806624e-05,3.395205025912644e-05,3.504342914259204e-05,3.615299765636311e-05,3.728018842214822e-05,3.842449028395375e-05,3.958544027361543e-05,4.076261697250004e-05,4.195563499100983e-05,4.316414034939655e-05,4.4387806590200643e-05,4.5626331488361066e-05,4.687943425249751e-05,4.8146853132152376e-05,4.9428343362388315e-05,5.072367539017375e-05,5.20326333372982e-05,5.335501366277388e-05,5.469062399421905e-05,5.603928210300844e-05,5.740081500224254e-05,5.877505815004588e-05,6.016185474354025e-05,6.156105509116593e-05,6.297251605292872e-05,6.439610053973309e-05,6.583167706429614e-05,6.727911933720135e-05,6.873830590260421e-05
306,TOI-3688Ab,4.948058468292428e-05,5.13366511764474e-05,5.3222545513677165e-05,5.513752586398597e-05,5.7080915594020796e-05,5.9052094250836664e-05,6.105049011615839e-05,6.307557401320162e-05,6.512685411993727e-05,6.720387159703872e-05,6.930619687990947e-05,7.143342651560836e-05,7.358518044970532e-05,7.57610996868541e-05,7.796084426354439e-05,8.01840914830438e-05,8.243053437167062e-05,8.469988032282056e-05,8.699184990103396e-05,8.930617578306435e-05,9.164260181674791e-05,9.400088218158352e-05,9.638078063746513e-05,9.878206985011186e-05,0.00010120453078347928,0.00010364795215085918,0.00010611212991757246,0.00010859686684919197,0.00011110197210002238,0.00011362726083733055
307,LHS1478b,2.8300515994032184e-05,2.9038947765390243e-05,2.9797377918397083e-05,3.057462327807683e-05,3.136965543044657e-05,3.218157478950333e-05,3.3009589750900806e-05,3.385299980581735e-05,3.4711181764191616e-05,3.558357843874253e-05,3.6469689291051245e-05,3.736906265307061e-05,3.8281289222024485e-05,3.9205996591014636e-05,4.014284462701958e-05,4.109152154611274e-05,4.205174056539924e-05,4.302323703441543e-05,4.4005765967072047e-05,4.4999099909737886e-05,4.600302709266361e-05,4.7017349821242016e-05,4.8041883071089685e-05,4.9076453257010865e-05,5.012089715085287e-05,5.117506092729804e-05,5.223879931995846e-05,5.331197487289388e-05,5.4394457274916874e-05,5.548612276596241e-05
308,Kepler-1658b,4.003747262189097e-05,4.1562996591591504e-05,4.311271663181145e-05,4.46860608744346e-05,4.62825057433498e-05,4.7901569418193364e-05,4.954280642316946e-05,5.120580311462949e-05,5.2890173892262525e-05,5.459555799719779e-05,5.6321616789479935e-05,5.806803141967008e-05,5.9834500826535026e-05,6.16207400061317e-05,6.34264785080528e-05,6.525145912284309e-05,6.709543673111939e-05,6.895817729014007e-05,7.083945693777369e-05,7.273906119716844e-05,7.465678426818537e-05,7.659242839389604e-05,7.854580329226974e-05,8.051672564469377e-05,8.250501863422736e-05,8.45105115275191e-05,8.653303929518496e-05,8.857244226619633e-05,9.062856581239679e-05,9.270126005982904e-05
309,GJ9827b,1.7735508067286327e-05,1.8299450286801026e-05,1.8874461551203336e-05,1.9460094924263908e-05,2.0055954704859202e-05,2.06616883723683e-05,2.1276980044625858e-05,2.1901545125101562e-05,2.253512589268318e-05,2.3177487844281666e-05,2.3828416643003474e-05,2.4487715556733754e-05,2.5155203296418856e-05,2.5830712182083887e-05,2.6514086579122703e-05,2.7205181558690765e-05,2.7903861744879113e-05,2.8610000318331318e-05,2.932347815151758e-05,3.0044183055295835e-05,3.077200911995219e-05,3.1506856136782046e-05,3.2248629088596876e-05,3.299723769944157e-05,3.375259603536402e-05,3.451462214935269e-05,3.528323776461323e-05,3.6058367991242065e-05,3.683994107206629e-05,3.7627888154048235e-05
310,GJ9827c,1.0529908357297131e-05,1.0864731575654986e-05,1.1206126696426192e-05,1.1553828365073463e-05,1.1907601646316014e-05,1.2267237241958481e-05,1.2632547606753207e-05,1.3003363770328912e-05,1.3379532718761028e-05,1.3760915223106816e-05,1.414738402747724e-05,1.4538822328275105e-05,1.4935122490742284e-05,1.5336184960089464e-05,1.5741917333091785e-05,1.6152233562738615e-05,1.65670532737788e-05,1.6986301171149126e-05,1.7409906526570094e-05,1.783780273121493e-05,1.826992690447276e-05,1.8706219550530317e-05,1.9146624255876154e-05,1.9591087421959235e-05,2.0039558028158274e-05,2.0491987420974407e-05,2.094832912598649e-05,2.1408538679634843e-05,2.1872573478321542e-05,2.234039264268896e-05
311,GJ9827d,8.224126425286072e-06,8.485631880458237e-06,8.752270158677676e-06,9.023834011297196e-06,9.300139947883129e-06,9.581024501218019e-06,9.866341193690199e-06,1.0155958055139215e-05,1.0449755577795598e-05,1.0747625020311532e-05,1.1049466992598871e-05,1.1355190268075425e-05,1.1664710781255663e-05,1.1977950777315352e-05,1.2294838086984107e-05,1.2615305505356627e-05,1.2939290257316122e-05,1.3266733535501873e-05,1.3597580099327476e-05,1.3931777925603955e-05,1.4269277902973827e-05,1.4610033563692699e-05,1.4954000847372338e-05,1.5301137892180243e-05,1.5651404849712653e-05,1.6004763720348672e-05,1.636117820638256e-05,1.6720613580642552e-05,1.7083036568634364e-05,1.7448415242539263e-05
312,LTT1445Ab,5.87315740094897e-06,6.024213090317907e-06,6.179462636612387e-06,6.338652740474405e-06,6.501563440460981e-06,6.668002508465818e-06,6.837800947117631e-06,7.010809344610561e-06,7.1868949023768095e-06,7.365938994968602e-06,7.547835154069749e-06,7.73248739289159e-06,7.919808805564317e-06,8.109720390091826e-06,8.302150054139305e-06,8.497031771187237e-06,8.69430486101131e-06,8.893913373479974e-06,9.095805558628829e-06,9.299933409111073e-06,9.506252263631786e-06,9.714720461983123e-06,9.925299043915431e-06,1.0137951485391649e-05,1.0352643466840494e-05,1.0569342668895229e-05,1.0788018591821214e-05,1.1008642395429478e-05,1.1231186756757463e-05,1.1455625743210338e-05
313,KELT-4Ab,2.2124050042824485e-05,2.2966560292433594e-05,2.3822439412674338e-05,2.4691370860232472e-05,2.5573064862183974e-05,2.646725478970312e-05,2.7373694156248402e-05,2.8292154114569762e-05,2.9222421355297843e-05,3.0164296331226997e-05,3.111759174759559e-05,3.208213127104472e-05,3.305774841949167e-05,3.4044285602562475e-05,3.5041593288035486e-05,3.6049529274322476e-05,3.7067958052636575e-05,3.809675024538849e-05,3.913578210968654e-05,4.018493509667623e-05,4.124409545898719e-05,4.231315389979789e-05,4.33920052580401e-05,4.4480548225108296e-05,4.557868508913632e-05,4.6686321503474816e-05,4.780336627648414e-05,4.89297311801747e-05,5.006533077554274e-05,5.12100822527613e-05
314,HAT-P-54b,4.6786908195303036e-05,4.8301646264150705e-05,4.984534984823909e-05,5.141690150592031e-05,5.301530949656721e-05,5.46396881909497e-05,5.6289242140227705e-05,5.796325302475059e-05,5.9661068887962714e-05,6.138209519729418e-05,6.312578737620916e-05,6.489164452887032e-05,6.667920413779668e-05,6.848803756011752e-05,7.031774618304211e-05,7.216795812645894e-05,7.403832540197824e-05,7.592852145463869e-05,7.783823902695255e-05,7.976718829566818e-05,8.171509524027548e-05,8.368170020924647e-05,8.566675665564969e-05,8.767003001839798e-05,8.969129672917917e-05,9.17303433282196e-05,9.378696567460434e-05,9.586096823904101e-05,9.795216346868812e-05,0.00010006037121520751
315,MASCARA-4b,1.2188541914493113e-05,1.2684743044718628e-05,1.318849914656118e-05,1.3699665154651497e-05,1.4218105973184412e-05,1.4743695290434103e-05,1.5276314582296885e-05,1.58158522686462e-05,1.636220299419628e-05,1.691526701156692e-05,1.7474949648828036e-05,1.8041160847337452e-05,1.8613814758439924e-05,1.9192829389745856e-05,1.977812629340972e-05,2.0369630290180773e-05,2.096726922407616e-05,2.157097374339508e-05,2.2180677104502252e-05,2.279631499537303e-05,2.3417825376367096e-05,2.40451483360832e-05,2.4678225960463085e-05,2.5317002213579477e-05,2.596142282876619e-05,2.66114352089301e-05,2.726698833504055e-05,2.7928032681931313e-05,2.8594520140648618e-05,2.926640394668826e-05
316,HATS-70b,0.00012507338664276749,0.00013018560251269452,0.00013537552690671167,0.00014064168490656847,0.00014598270152885143,0.00015139728996397864,0.00015688424167835483,0.00016244241802420878,0.00016807074307907457,0.00017376819749560392,0.00017953381318734586,0.0001853666687107958,0.00019126588523105313,0.0001972306229795414,0.0002032600781289689,0.00020935348002401,0.00021551008871678758,0.00022172919276479346,0.00022801010725587427,0.0002343521720304734,0.00024075475007600105,0.00024721722607201537,0.0002537390050680122,0.0002603195112782613,0.0002669581869803352,0.00027365449150577517,0.0002804079003128823,0.0002872179041330077,0.0002940840081826887,0.00030100573143506987
317,WASP-52b,5.7375228201394574e-05,5.937265962400094e-05,6.1404797869852e-05,6.347055041444491e-05,6.55689362596448e-05,6.76990693187733e-05,6.986014482199948e-05,7.205142811173304e-05,7.427224534430205e-05,7.652197572347712e-05,7.880004497364196e-05,8.110591982282634e-05,8.34391033136211e-05,8.579913079683357e-05,8.818556649139266e-05,9.059800051643443e-05,9.303604631914381e-05,9.549933843592256e-05,9.79875305356414e-05,0.00010050029370265056,0.00010303731492446661,0.0001055982957549076,0.00010818295112820159,0.00011079100830350615,0.00011342220592249459,0.00011607629316530153,0.00011875302899231764,0.0001214521814611895,0.0001241735271098526,0.00012691685039777342
318,WASP-7b,1.4242639578143065e-05,1.4790689166474358e-05,1.534736526932249e-05,1.5912470423856705e-05,1.648582340022271e-05,1.7067257037249874e-05,1.7656616447520432e-05,1.8253757517909273e-05,1.8858545648342805e-05,1.94708546840415e-05,2.0090566006012942e-05,2.0717567751833677e-05,2.1351754144377944e-05,2.1993024910512652e-05,2.264128477520016e-05,2.329644301915015e-05,2.3958413090300183e-05,2.462711226111507e-05,2.53024613250762e-05,2.5984384326833576e-05,2.6672808321402073e-05,2.736766315852092e-05,2.806888128889639e-05,2.877639758954898e-05,2.949014920590198e-05,3.0210075408588106e-05,3.093611746323807e-05,3.166821851176484e-05,3.240632346384485e-05,3.3150378897485645e-05
319,HAT-P-44b,5.840162445230679e-05,6.049052122433267e-05,6.26146052931088e-05,6.477285727935246e-05,6.696435706463568e-05,6.918826933355049e-05,7.14438317100937e-05,7.373034495179094e-05,7.60471647889437e-05,7.839369508892214e-05,8.076938209520648e-05,8.317370954394519e-05,8.560619450152126e-05,8.806638379805357e-05,9.055385095625719e-05,9.306819353429126e-05,9.560903081636044e-05,9.817600179686133e-05,0.0001007687634135039,0.0001033869889925167,0.00010603036687530826,0.00010869859920102003,0.00011139140082352249,0.00011410849834480321,0.00011684962924949423,0.00011961454112757971,0.0001224029909742394,0.00012521474455741996,0.00012804957584500314,0.000130907266484631
320,KELT-14b,4.132868832566603e-05,4.286428045436296e-05,4.442476297378574e-05,4.600949739527556e-05,4.7617902634367846e-05,4.924944697675757e-05,5.090364145357059e-05,5.258003433891693e-05,5.427820654819757e-05,5.599776776472749e-05,5.7738353159377476e-05,5.949962059626467e-05,6.128124823933445e-05,6.308293249155698e-05,6.49043862116592e-05,6.67453371636902e-05,6.860552666291618e-05,7.0484708388075e-05,7.23826473352746e-05,7.429911889300944e-05,7.623390802120314e-05,7.818680851996687e-05,8.015762237602763e-05,8.214615917665705e-05,8.415223558248384e-05,8.617567485184106e-05,8.821630641036821e-05,9.027396546050377e-05,9.234849262621085e-05,9.443973362895611e-05
321,WASP-192b,6.783795925268665e-05,7.037624629663763e-05,7.295541551030393e-05,7.557444179287632e-05,7.823239068852025e-05,8.092840580959362e-05,8.366169845527571e-05,8.643153897992371e-05,8.923724956692683e-05,9.207819813992131e-05,9.495379320083476e-05,9.786347942819321e-05,0.00010080673390299958,0.00010378306285572366,0.00010679199884846337,0.00010983309832248364,0.0001129059394540989,0.00011601012027204446,0.00011914525699767039,0.00012231098257582375,0.00012550694536964487,0.00012873280799684516,0.00013198824628856965,0.0001352729483548834,0.00013858661374334472,0.0001419289526791172,0.00014529968537673984,0.00014869854141511522,0.00015212525916837835,0.00015557958528637488
322,WASP-162b,3.033086645792363e-05,3.141619381365277e-05,3.251979496526525e-05,3.364114122080245e-05,3.4779755328025935e-05,3.5935203984864563e-05,3.710709169344111e-05,3.829505567987043e-05,3.949876166615513e-05,4.071790032841998e-05,4.1952184311859246e-05,4.320134570024928e-05,4.4465133858967065e-05,4.574331358673441e-05,4.7035663523993785e-05,4.8341974775767574e-05,4.966204971469211e-05,5.0995700936146685e-05,5.2342750342388545e-05,5.3703028336583504e-05,5.50763731108651e-05,5.646263001517805e-05,5.7861650995794076e-05,5.927329409414755e-05,6.06974229980884e-05,6.213390663883773e-05,6.358261882792353e-05,6.504343792922146e-05,6.651624656188755e-05,6.80009313305865e-05
323,TOI-169b,6.329862821638598e-05,6.56625410182763e-05,6.806459275313925e-05,7.050382113730237e-05,7.297934936946582e-05,7.549037424156865e-05,7.803615632785926e-05,8.061601182990168e-05,8.322930575143693e-05,8.587544614915106e-05,8.855387925999499e-05,9.126408534736401e-05,9.400557514053748e-05,9.677788676662827e-05,9.958058309372624e-05,0.00010241324941920859,0.0001052754914492728,0.0001081669335253824,0.00011108721706106674,0.00011403599915869824,0.00011701295138094077,0.00012001775865567124,0.00012305011829652173,0.00012610973912396343,0.00012919634067414955,0.00013230965248461072,0.00013544941344747623,0.0001386153712222536,0.00014180728170124185,0.00014502490852166195
324,GJ1132b,2.4291786303346515e-05,2.4902242583316092e-05,2.5530342383747582e-05,2.6174985836505437e-05,2.683521919701802e-05,2.751021015580907e-05,2.819922802248113e-05,2.890162769742369e-05,2.9616836613225205e-05,3.0344344023121147e-05,3.1083692158349645e-05,3.183446888423968e-05,3.2596301566220574e-05,3.336885191875789e-05,3.415181165757907e-05,3.494489881209986e-05,3.574785458336066e-05,3.6560440655004384e-05,3.738243688233741e-05,3.82136392983647e-05,3.905385838674714e-05,3.990291758048044e-05,4.076065195221887e-05,4.162690706794137e-05,4.2501537980354945e-05,4.338440834226072e-05,4.4275389623255194e-05,4.517436041574744e-05,4.608120581839752e-05,4.6995816886889166e-05
325,HD63433c,1.7376896424036347e-06,1.8017542265128183e-06,1.866864876304695e-06,1.932994073831285e-06,2.0001168193755408e-06,2.06821027579219e-06,2.137253475558442e-06,2.207227077719181e-06,2.2781131648431647e-06,2.3498950723027445e-06,2.422557243849804e-06,2.496085108726098e-06,2.570464976519841e-06,2.6456839467335453e-06,2.7217298306164872e-06,2.7985910832775178e-06,2.876256744459014e-06,2.9547163866435195e-06,3.0339600693982774e-06,3.1139782990491075e-06,3.194761992927607e-06,3.2763024475591217e-06,3.3585913102594156e-06,3.441620553691183e-06,3.5253824530002833e-06,3.6098695652078436e-06,3.695074710581572e-06,3.780990955750187e-06,3.867611598356131e-06,3.95493015307162e-06
326,HATS-52b,0.00012790731814634333,0.0001327229672542227,0.00013761575847667933,0.00014258379615003078,0.0001476253497032739,0.00015273883093593413,0.00015792277524427251,0.00016317582599669882,0.00016849672144074804,0.0001738842836602008,0.00017933740920411185,0.00018485506108830636,0.00019043626193065625,0.00019608008802851154,0.00020178566422350273,0.00020755215942793324,0.0002133787827099137,0.00021926477985268977,0.00022520943031835555,0.00023121204455789414,0.00023727196161914542,0.00024338854701212408,0.0002495611907974855,0.00025578930586922977,0.0002620723264071161,0.00026840970647784264,0.00027480091876706515,0.0002812454534269308,0.0002877428170257954,0.000294292531588725
327,HATS-57b,5.872411594079363e-05,6.08735104879101e-05,6.305825040695173e-05,6.527738395193759e-05,6.753004786190887e-05,6.981545476346512e-05,7.213288280456227e-05,7.448166706220726e-05,7.686119237156308e-05,7.927088730248117e-05,8.171021906879014e-05,8.417868920085202e-05,8.667582984664067e-05,8.920120059345582e-05,9.175438572335647e-05,9.433499183186624e-05,9.69426457525005e-05,9.957699274001188e-05,0.00010223769487355696,0.00010492442964761032,0.00010763688872386864,0.00011037477682177024,0.00011313781072882381,0.0001159257184148895,0.00011873823823699247,0.00012157511822324291,0.0001244361154261083,0.00012732099533671677,0.0001302295313529811,0.00013316150429538352
328,KELT-15b,3.4568822138567265e-05,3.586976857544066e-05,3.719156256707456e-05,3.8533691102959906e-05,3.9895685897888396e-05,4.1277117232803175e-05,4.267758886624824e-05,4.4096733799680876e-05,4.553421072914574e-05,4.698970105275816e-05,4.846290633143013e-05,4.995354612164325e-05,5.1461356115549424e-05,5.298608653644278e-05,5.452750074763774e-05,5.608537404065209e-05,5.7659492574813286e-05,5.9249652445367936e-05,6.085565886117096e-05,6.24773254162171e-05,6.411447344189568e-05,6.576693142897057e-05,6.743453451001567e-05,6.911712399447073e-05,7.08145469496703e-05,7.252665582217001e-05,7.425330809451222e-05,7.599436597327903e-05,7.774969610482004e-05,7.951916931556627e-05
329,HD202772Ab,9.265286072259118e-06,9.619403321700865e-06,9.979123502298751e-06,1.0344315509195843e-05,1.0714859217905627e-05,1.1090644004912444e-05,1.1471567522259141e-05,1.1857534675115983e-05,1.224845676284305e-05,1.264425075271606e-05,1.304483866205336e-05,1.3450147029504614e-05,1.3860106460140433e-05,1.4274651231990595e-05,1.4693718954037363e-05,1.5117250267529846e-05,1.5545188583957557e-05,1.597747985419778e-05,1.6414072364300698e-05,1.6854916554133102e-05,1.72999648557255e-05,1.774917154867296e-05,1.8202492630352635e-05,1.8659885699063965e-05,1.9121309848482238e-05,1.9586725572048744e-05,2.005609467611707e-05,2.0529380200845744e-05,2.100654634795576e-05,2.148755841459953e-05
330,HATS-10b,7.964618932703917e-05,8.262060839230463e-05,8.564301618594953e-05,8.871220190404782e-05,9.182706230180095e-05,9.498658673390602e-05,9.818984480984642e-05,0.00010143597613278214,0.0001047241817117447,0.0001080537167276032,0.00011142388440196148,0.00011483403077056805,0.00011828354020320243,0.00012177183154326688,0.00012529835476476786,0.00012886258806360724,0.00013246403531530753,0.00013610222384341812,0.0001397767024526013,0.0001434870396881774,0.00014723282229028595,0.00015101365381599182,0.00015482915340687126,0.00015867895468310637,0.000162562704748003,0.00016648006328920923,0.00017043070176489896,0.0001744143026648953,0.00017843055883802117,0.0001824791728782319
331,K2-198d,1.818975220704429e-05,1.883575011277957e-05,1.9492715860488213e-05,2.01603245918817e-05,2.083828349885009e-05,2.1526327125555394e-05,2.2224213516549472e-05,2.293172103552047e-05,2.3648645719847676e-05,2.437479906644204e-05,2.5110006167182835e-05,2.585410412961569e-05,2.66069407318883e-05,2.7368373271170683e-05,2.8138267572805794e-05,2.891649713370499e-05,2.9702942378440387e-05,3.049749001040859e-05,3.130003244358017e-05,3.211046730285236e-05,3.2928696983061334e-05,3.3754628258358215e-05,3.458817193499285e-05,3.5429242541653566e-05,3.627775805242105e-05,3.7133639638139694e-05,3.799681144263182e-05,3.886720038071089e-05,3.974473595536495e-05,4.062935009186722e-05
332,HATS-64b,6.18759311348356e-05,6.427529466587893e-05,6.671221412233323e-05,6.91858509899048e-05,7.169543418994955e-05,7.424025120148833e-05,7.68196406874301e-05,7.943298632547623e-05,8.207971161140553e-05,8.475927545304962e-05,8.7471168411724e-05,9.021490947733218e-05,9.299004328614367e-05,9.579613770793922e-05,9.863278174311337e-05,0.00010149958368129584,0.0001043961694817495,0.00010732218134276394,0.00011027727643289283,0.00011326112576136967,0.00011627341316874851,0.00011931383442182526,0.00012238209639935254,0.00012547791635710993,0.0001286010212625947,0.0001317511471909882,0.00013492803877523108,0.00013813144870406682,0.00014136113726268156,0.00014461687191134282
333,K2-260b,6.507247625479377e-05,6.75721477866235e-05,7.011121586836308e-05,7.268877367988943e-05,7.530398930504795e-05,7.795609571788742e-05,8.064438248049867e-05,8.336818880970926e-05,8.612689774712503e-05,8.891993122509886e-05,9.174674586529686e-05,9.460682938026823e-05,9.749969747449078e-05,0.00010042489116159172,0.00010338197443031037,0.00010637053220428525,0.00010939016855066103,0.00011244050510043628,0.00011552117964987338,0.00011863184491739477,0.00012177216743459955,0.0001249418265534496,0.0001281405135544576,0.0001313679308430297,0.00013462379122303956,0.00013790781723828325,0.00014121974057379314,0.00014455930151014495,0.00014792624842475968,0.0001513203373350724
334,WASP-180Ab,3.1237186689374896e-05,3.245115375737787e-05,3.368409296440323e-05,3.4935583725408386e-05,3.6205239062218334e-05,3.74927011958526e-05,3.8797637884027576e-05,4.0119739355656735e-05,4.145871572739495e-05,4.2814294812292004e-05,4.4186220249635404e-05,4.5574249899628925e-05,4.6978154457824884e-05,4.8397716252983055e-05,4.983272819890682e-05,5.1282992876239465e-05,5.274832172450935e-05,5.42285343281609e-05,5.5723457783097123e-05,5.7232926132482665e-05,5.875677986239615e-05,6.0294865449412746e-05,6.184703495341594e-05,6.341314564995431e-05,6.499305969730406e-05,6.65866438340875e-05,6.819376910388288e-05,6.981431060377057e-05,7.144814725414162e-05,7.309516158748028e-05
335,TOI-674b,3.758217961773266e-05,3.860275108131596e-05,3.9649134453844284e-05,4.071989397639584e-05,4.18137781696123e-05,4.292968925326844e-05,4.406665852170691e-05,4.5223826364020713e-05,4.640042593700823e-05,4.759576973347088e-05,4.880923846251675e-05,5.004027178895602e-05,5.128836057746265e-05,5.25530403622843e-05,5.383388582098072e-05,5.513050607531159e-05,5.64425406771661e-05,5.776965616470038e-05,5.911154309539299e-05,6.0467913479798465e-05,6.183849855344352e-05,6.322304683526904e-05,6.462132242985687e-05,6.603310353785863e-05,6.745818114489542e-05,6.889635786397309e-05,7.034744691039283e-05,7.181127119140474e-05,7.328766249551139e-05,7.47764607686054e-05
336,TrES-3b,6.934878581272805e-05,7.189865804418179e-05,7.44902736213848e-05,7.7122524884236e-05,7.979440614079724e-05,8.250499922244233e-05,8.525346159027054e-05,8.803901647081473e-05,9.086094461859242e-05,9.371857739254949e-05,9.661129090108987e-05,9.953850102193766e-05,0.00010249965914273201,0.00010549424849892326,0.00010852178100949113,0.00011158179452982307,0.0001146738504559476,0.00011779753162614682,0.00012095244047547416,0.00012413819740628122,0.00012735443934405616,0.0001306008184528968,0.0001338770009890248,0.00013718266627412977,0.00014051750577312317,0.00014388122226316797,0.0001472735290827686,0.0001506941494513482,0.00015414281585101483,0.00015761926946342644
337,WASP-10b,3.8198737779388935e-05,3.948235977711618e-05,4.0789302810550504e-05,4.2118753199624157e-05,4.34699847591006e-05,4.484234544383286e-05,4.623524645671393e-05,4.764815330004055e-05,4.908057837279757e-05,5.0532074806936494e-05,5.2002231303710466e-05,5.349066778261077e-05,5.49970316947857e-05,5.652099488307533e-05,5.806225089427006e-05,5.9620512667533576e-05,6.119551053733075e-05,6.278699050059911e-05,6.439471270699185e-05,6.601845013825964e-05,6.765798744870068e-05,6.93131199433398e-05,7.098365267433459e-05,7.266939963925576e-05,7.437018306747571e-05,7.608583278301647e-05,7.781618563396942e-05,7.956108498008642e-05,8.132038023132539e-05,8.309392643119888e-05
